season,player_id,name,position,team,games,points,ppg,attempts,completions,passing_yards,passing_tds,passing_interceptions,carries,rushing_yards,rushing_tds,rushing_first_downs,targets,receptions,receiving_yards,receiving_tds,receiving_first_downs
2024,00-0033246,Johnny Mundt,TE,MIN,14,37.7,2.69,0,0,0,0,0,0,0,0,0,27,19,142,2,8
2024,00-0033251,Zach Pascal,WR,ARI,3,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,00-0033280,Christian McCaffrey,RB,SF,4,50.3,12.58,0,0,0,0,0,50,202,0,12,19,15,146,0,6
2024,00-0033282,Curtis Samuel,WR,BUF,14,55.45,3.96,0,0,0,0,0,5,14,0,0,46,31,253,1,9
2024,00-0033288,George Kittle,TE,SF,15,216.6,14.44,0,0,0,0,0,0,0,0,0,94,78,1106,8,50
2024,00-0033292,Trent Taylor,WR,SF,2,1.6,0.8,0,0,0,0,0,0,0,0,0,1,1,11,0,0
2024,00-0033293,Aaron Jones,RB,MIN,17,263.85,15.52,0,0,0,0,0,255,1138,5,49,62,51,408,2,20
2024,00-0033307,Kendrick Bourne,WR,NE,12,58.95,4.91,1,0,0,0,0,1,6,0,1,38,28,305,1,13
2024,00-0033319,Nick Mullens,QB,MIN,4,1.82,0.46,2,2,38,0,0,3,-2,0,0,0,0,0,0,0
2024,00-0033357,Taysom Hill,TE,NO,8,104.44,13.06,4,2,21,0,1,39,278,6,18,31,23,187,0,8
2024,00-0033375,Tim Patrick,WR,DET,15,87.4,5.83,0,0,0,0,0,0,0,0,0,44,33,394,3,20
2024,00-0033376,Patrick Ricard,RB,BAL,9,9.95,1.11,0,0,0,0,0,0,0,0,0,5,3,22,1,1
2024,00-0033439,Pharaoh Brown,TE,SEA,10,8.0,0.8,0,0,0,0,0,0,0,0,0,12,8,65,0,2
2024,00-0033455,Anthony Firkser,TE,KC,1,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,00-0033460,John Ross,WR,PHI,1,1.35,1.35,0,0,0,0,0,0,0,0,0,2,1,6,0,1
2024,00-0033526,Samaje Perine,RB,KC,17,79.4,4.67,0,0,0,0,0,20,92,1,7,35,28,322,1,15
2024,00-0033536,Mike Williams,WR,PIT,14,54.3,3.88,0,0,0,0,0,0,0,0,0,34,21,298,1,14
2024,00-0033537,Deshaun Watson,QB,CLE,7,45.27,6.47,216,137,1148,5,3,31,148,1,8,0,0,0,0,0
2024,00-0033553,James Conner,RB,ARI,16,284.9,17.81,0,0,0,0,0,236,1094,8,67,55,47,414,1,17
2024,00-0033555,Mack Hollins,WR,BUF,17,95.05,5.59,0,0,0,0,0,0,0,0,0,50,31,378,5,25
2024,00-0033576,Eric Saubert,TE,SF,12,21.45,1.79,0,0,0,0,0,0,0,0,0,14,11,97,1,5
2024,00-0033589,David Moore,WR,CAR,15,78.2,5.21,0,0,0,0,0,1,0,0,0,57,32,351,3,18
2024,00-0033591,Noah Brown,WR,WAS,11,79.55,7.23,0,0,0,0,0,0,0,0,0,56,35,453,1,21
2024,00-0033662,Cooper Rush,QB,DAL,12,96.36,8.03,308,187,1844,12,5,26,18,0,5,0,0,0,0,0
2024,00-0033699,Austin Ekeler,RB,WAS,12,137.75,11.48,0,0,0,0,0,77,367,4,19,41,35,366,0,14
2024,00-0033854,Dare Ogunbowale,RB,HOU,16,52.75,3.3,0,0,0,0,0,30,112,0,5,28,19,198,1,8
2024,00-0033857,JuJu Smith-Schuster,WR,KC,11,49.35,4.49,0,0,0,0,0,0,0,0,0,26,18,231,2,11
2024,00-0033858,Jonnu Smith,TE,MIA,17,195.75,11.51,0,0,0,0,0,2,-1,0,0,111,88,884,8,55
2024,00-0033869,Mitchell Trubisky,QB,BUF,8,19.36,2.42,26,19,179,2,0,17,1,0,1,0,0,0,0,0
2024,00-0033873,Patrick Mahomes,QB,KC,16,275.77,17.24,581,392,3928,26,11,58,307,2,22,1,1,2,0,0
2024,00-0033881,Evan Engram,TE,JAX,9,74.75,8.31,0,0,0,0,0,0,0,0,0,64,47,365,1,17
2024,00-0033885,David Njoku,TE,CLE,11,128.75,11.7,0,0,0,0,0,0,0,0,0,97,64,505,5,23
2024,00-0033891,Zay Jones,WR,ARI,6,13.65,2.28,0,0,0,0,0,0,0,0,0,11,8,84,0,5
2024,00-0033893,Dalvin Cook,RB,DAL,2,4.55,2.28,0,0,0,0,0,8,20,0,0,1,1,10,0,1
2024,00-0033895,Gerald Everett,TE,CHI,10,7.85,0.78,0,0,0,0,0,0,0,0,0,13,8,36,0,1
2024,00-0033897,Joe Mixon,RB,HOU,14,273.75,19.55,1,0,0,0,0,245,1016,11,52,52,36,309,1,12
2024,00-0033906,Alvin Kamara,RB,NO,14,280.6,20.04,0,0,0,0,0,228,950,6,52,89,68,543,2,18
2024,00-0033908,Cooper Kupp,WR,LA,12,153.45,12.79,0,0,0,0,0,2,10,0,1,100,67,710,6,28
2024,00-0033921,Chris Godwin Jr.,WR,TB,7,126.9,18.13,0,0,0,0,0,1,2,0,1,62,50,576,5,33
2024,00-0033923,Kareem Hunt,RB,KC,13,181.4,13.95,0,0,0,0,0,200,728,7,42,32,23,176,0,10
2024,00-0033925,D'Onta Foreman,RB,CLE,10,38.95,3.9,0,0,0,0,0,71,232,0,10,8,6,54,0,1
2024,00-0033943,Josh Reynolds,WR,JAX,8,34.9,4.36,0,0,0,0,0,0,0,0,0,24,13,194,1,8
2024,00-0033948,Jamaal Williams,RB,NO,14,40.9,2.92,0,0,0,0,0,48,164,1,11,11,9,57,0,3
2024,00-0033949,Joshua Dobbs,QB,SF,2,27.69,13.84,47,32,361,2,2,9,24,2,2,0,0,0,0,0
2024,00-0033955,Jeremy McNichols,RB,WAS,15,74.3,4.95,0,0,0,0,0,55,261,4,15,12,9,27,0,1
2024,00-0034054,River Cracraft,WR,MIA,5,11.1,2.22,0,0,0,0,0,0,0,0,0,9,7,66,0,4
2024,00-0034073,Ross Dwelley,TE,ATL,4,1.0,0.25,0,0,0,0,0,0,0,0,0,1,1,5,0,0
2024,00-0034115,Jeff Wilson,RB,MIA,7,11.45,1.64,0,0,0,0,0,16,57,0,3,3,3,19,0,0
2024,00-0034159,Will Dissly,TE,LAC,15,95.6,6.37,0,0,0,0,0,0,0,0,0,64,50,481,2,24
2024,00-0034177,Tim Boyle,QB,NYG,3,9.44,3.15,50,27,276,1,1,3,9,0,1,0,0,0,0,0
2024,00-0034184,Gus Edwards,RB,LAC,11,82.45,7.5,0,0,0,0,0,101,365,4,17,5,3,6,0,0
2024,00-0034208,Mike Boone,RB,CAR,5,7.45,1.49,0,0,0,0,0,13,51,0,3,3,1,-2,0,0
2024,00-0034270,Tyler Conklin,TE,NYJ,16,108.0,6.75,0,0,0,0,0,1,0,0,0,72,51,449,4,24
2024,00-0034272,Marquez Valdes-Scantling,WR,NO,13,86.1,6.62,0,0,0,0,0,1,4,0,0,44,19,411,4,14
2024,00-0034348,Courtland Sutton,WR,DEN,16,219.75,13.73,2,2,30,1,0,0,0,0,0,135,81,1081,8,57
2024,00-0034351,Dallas Goedert,TE,PHI,10,92.1,9.21,0,0,0,0,0,0,0,0,0,52,42,496,2,20
2024,00-0034353,Anthony Miller,WR,BAL,1,2.35,2.35,0,0,0,0,0,0,0,0,0,1,1,16,0,1
2024,00-0034364,Jordan Akins,TE,CLE,16,79.5,4.97,0,0,0,0,0,0,0,0,0,58,40,390,2,20
2024,00-0034365,Ian Thomas,TE,CAR,3,2.45,0.82,0,0,0,0,0,0,0,0,0,6,3,7,0,1
2024,00-0034383,Dalton Schultz,TE,HOU,17,102.7,6.04,0,0,0,0,0,0,0,0,0,85,53,532,2,26
2024,00-0034386,Justin Watson,WR,KC,15,60.65,4.04,0,0,0,0,0,0,0,0,0,32,22,289,2,13
2024,00-0034401,Mike White,QB,BUF,1,-0.58,-0.58,11,3,28,0,0,0,0,0,0,0,0,0,0,0
2024,00-0034407,Ray-Ray McCloud,WR,ATL,17,121.0,7.12,0,0,0,0,0,10,79,0,3,87,62,686,1,29
2024,00-0034418,Cedrick Wilson Jr.,WR,NO,13,42.54,3.27,1,1,21,1,0,0,0,0,0,27,20,211,1,8
2024,00-0034419,Braxton Berrios,WR,MIA,6,0.0,0.0,0,0,0,0,0,0,0,0,0,4,0,0,0,0
2024,00-0034487,Trent Sherfield,WR,MIN,13,19.3,1.48,0,0,0,0,0,0,0,0,0,9,8,83,1,4
2024,00-0034521,Allen Lazard,WR,NYJ,12,121.0,10.08,1,0,0,0,0,0,0,0,0,61,37,530,6,29
2024,00-0034577,Kyle Allen,QB,PIT,1,0.86,0.86,1,1,19,0,0,0,0,0,0,0,0,0,0,0
2024,00-0034613,Tanner Hudson,TE,CIN,9,30.6,3.4,0,0,0,0,0,1,1,0,1,23,19,154,1,9
2024,00-0034646,Brandon Powell,WR,MIN,16,10.85,0.68,0,0,0,0,0,0,0,0,0,10,7,71,0,5
2024,00-0034753,Mark Andrews,TE,BAL,17,177.7,10.45,0,0,0,0,0,4,5,0,3,69,55,673,11,39
2024,00-0034771,Mason Rudolph,QB,TEN,8,87.15,10.89,228,146,1530,9,9,25,106,1,13,0,0,0,0,0
2024,00-0034775,Christian Kirk,WR,JAX,8,67.4,8.43,0,0,0,0,0,0,0,0,0,47,27,379,1,18
2024,00-0034777,DJ Chark,WR,LAC,4,11.35,2.84,0,0,0,0,0,0,0,0,0,10,4,31,1,1
2024,00-0034791,Nick Chubb,RB,CLE,8,79.5,9.94,0,0,0,0,0,102,332,3,17,11,5,31,1,3
2024,00-0034796,Lamar Jackson,QB,BAL,17,477.13,28.07,474,316,4172,41,4,139,915,4,47,0,0,0,0,0
2024,00-0034798,Durham Smythe,TE,MIA,14,10.05,0.72,0,0,0,0,0,0,0,0,0,17,9,53,0,1
2024,00-0034808,John Kelly,RB,BAL,1,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,00-0034827,DJ Moore,WR,CHI,17,207.25,12.19,1,0,0,0,0,14,75,0,3,140,98,966,6,43
2024,00-0034829,Mike Gesicki,TE,CIN,16,123.0,7.69,0,0,0,0,0,0,0,0,0,83,65,665,2,38
2024,00-0034830,Hayden Hurst,TE,LAC,7,11.8,1.69,0,0,0,0,0,0,0,0,0,13,8,73,0,2
2024,00-0034837,Calvin Ridley,WR,TEN,17,186.25,10.96,0,0,0,0,0,8,55,1,3,120,64,1017,4,40
2024,00-0034844,Saquon Barkley,RB,PHI,16,413.8,25.86,0,0,0,0,0,345,2005,13,82,43,33,278,2,12
2024,00-0034854,KhaDarel Hodge,WR,ATL,10,25.1,2.51,0,0,0,0,0,0,0,0,0,12,7,131,1,6
2024,00-0034855,Baker Mayfield,QB,TB,17,365.75,21.51,570,407,4500,41,16,60,378,3,24,0,0,0,0,0
2024,00-0034857,Josh Allen,QB,BUF,16,411.69,25.73,483,307,3731,28,6,102,531,12,51,0,0,7,1,0
2024,00-0034860,Dante Pettis,WR,NO,8,29.0,3.62,0,0,0,0,0,0,0,0,0,28,12,120,1,8
2024,00-0034869,Sam Darnold,QB,MIN,17,293.51,17.27,545,361,4319,35,12,67,212,1,23,0,0,0,0,0
2024,00-0034928,Steven Sims,WR,BAL,9,-3.9,-0.43,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2024,00-0034960,Jakobi Meyers,WR,LV,15,193.45,12.9,0,0,0,0,0,2,23,0,1,129,87,1027,4,52
2024,00-0034972,Alexander Mattison,RB,LV,14,151.1,10.79,0,0,0,0,0,132,420,4,25,48,36,294,1,13
2024,00-0034975,Justice Hill,RB,BAL,15,125.55,8.37,0,0,0,0,0,47,228,1,14,51,42,383,3,17
2024,00-0034981,Foster Moreau,TE,NO,16,98.05,6.13,0,0,0,0,0,0,0,0,0,43,32,413,5,21
2024,00-0035021,Ashton Dulin,WR,IND,13,20.7,1.59,0,0,0,0,0,5,45,0,2,8,2,67,1,2
2024,00-0035100,Jake Browning,QB,CIN,2,0.0,0.0,0,0,0,0,0,2,-2,0,0,0,0,0,0,0
2024,00-0035140,Mecole Hardman,WR,KC,12,29.7,2.48,0,0,0,0,0,5,62,1,2,14,12,90,0,6
2024,00-0035164,Cody Thompson,WR,TB,1,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,00-0035208,Olamide Zaccheaus,WR,WAS,16,100.25,6.27,0,0,0,0,0,1,8,0,1,64,45,506,3,26
2024,00-0035215,Deonte Harty,WR,BAL,5,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,00-0035216,Diontae Johnson,WR,HOU,11,82.8,7.53,0,0,0,0,0,2,6,0,1,67,33,375,3,21
2024,00-0035228,Kyler Murray,QB,ARI,17,293.74,17.28,541,372,3851,21,11,78,572,5,27,0,0,0,0,0
2024,00-0035229,T.J. Hockenson,TE,MIN,10,78.0,7.8,0,0,0,0,0,0,0,0,0,62,41,455,0,30
2024,00-0035243,Miles Sanders,RB,CAR,11,75.55,6.87,0,0,0,0,0,55,205,2,12,30,24,148,1,5
2024,00-0035249,Josh Oliver,TE,MIN,12,62.8,5.23,0,0,0,0,0,0,0,0,0,28,22,258,3,14
2024,00-0035250,Devin Singletary,RB,NYG,15,107.9,7.19,0,0,0,0,0,113,437,4,24,24,21,119,0,4
2024,00-0035261,Tony Pollard,RB,TEN,16,227.7,14.23,0,0,0,0,0,260,1079,5,53,57,41,238,0,9
2024,00-0035264,Jarrett Stidham,QB,DEN,2,1.15,0.57,0,0,0,0,0,4,5,0,1,0,0,0,0,0
2024,00-0035289,Gardner Minshew,QB,LV,10,65.52,6.55,306,203,2013,9,10,19,58,0,5,0,0,0,0,0
2024,00-0035291,Trayveon Williams,RB,CIN,5,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,00-0035298,Scott Miller,WR,PIT,6,9.9,1.65,0,0,0,0,0,0,0,0,0,9,5,69,0,2
2024,00-0035311,Myles Gaskin,RB,MIN,4,1.8,0.45,0,0,0,0,0,3,-1,0,0,1,1,11,0,0
2024,00-0035341,Trenton Irwin,WR,CIN,6,3.25,0.54,0,0,0,0,0,0,0,0,0,10,3,15,0,1
2024,00-0035406,Lil'Jordan Humphrey,WR,DEN,14,55.3,3.95,0,0,0,0,0,0,0,0,0,45,31,293,1,12
2024,00-0035500,Greg Dortch,WR,ARI,17,78.05,4.59,0,0,0,0,0,5,31,0,1,50,37,342,3,16
2024,00-0035535,Darius Slayton,WR,NYG,16,103.95,6.5,0,0,0,0,0,2,17,0,1,71,39,573,2,30
2024,00-0035537,Ty Johnson,RB,BUF,17,100.55,5.91,0,0,0,0,0,41,213,1,13,25,18,284,3,14
2024,00-0035544,Tom Kennedy,WR,DET,3,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2024,00-0035547,Joseph Fortson,TE,KC,3,1.25,0.42,0,0,0,0,0,0,0,0,0,3,1,5,0,1
2024,00-0035567,Craig Reynolds,RB,DET,8,23.5,2.94,0,0,0,0,0,31,139,0,6,5,3,40,0,2
2024,00-0035594,Travis Homer,RB,CHI,8,6.0,0.75,0,0,0,0,0,6,23,0,2,3,3,11,0,0
2024,00-0035602,Alex Bachman,WR,LV,5,5.1,1.02,0,0,0,0,0,0,0,0,0,3,3,31,0,2
2024,00-0035628,D'Ernest Johnson,RB,JAX,12,35.6,2.97,0,0,0,0,0,32,143,0,7,19,12,96,0,3
2024,00-0035631,Drew Sample,TE,CIN,11,27.6,2.51,0,0,0,0,0,1,-4,0,0,22,20,109,1,8
2024,00-0035639,Parris Campbell,WR,PHI,4,12.25,3.06,0,0,0,0,0,0,0,0,0,8,6,30,1,1
2024,00-0035640,DK Metcalf,WR,SEA,15,171.45,11.43,0,0,0,0,0,0,0,0,0,108,66,992,5,35
2024,00-0035644,Noah Fant,TE,SEA,14,90.75,6.48,0,0,0,0,0,0,0,0,0,64,48,500,1,25
2024,00-0035659,Terry McLaurin,WR,WAS,17,249.5,14.68,0,0,0,0,0,2,2,0,0,117,82,1096,13,56
2024,00-0035662,Marquise Brown,WR,KC,2,14.85,7.42,0,0,0,0,0,0,0,0,0,15,9,91,0,5
2024,00-0035676,A.J. Brown,WR,PHI,13,205.65,15.82,0,0,0,0,0,0,0,0,0,97,67,1079,7,51
2024,00-0035685,David Montgomery,RB,DET,14,247.82,17.7,1,1,3,1,0,185,775,12,50,38,36,341,0,16
2024,00-0035689,Dawson Knox,TE,BUF,14,55.6,3.97,0,0,0,0,0,0,0,0,0,33,22,311,1,12
2024,00-0035700,Josh Jacobs,RB,GB,17,333.2,19.6,0,0,0,0,0,301,1329,15,73,43,36,342,1,15
2024,00-0035704,Drew Lock,QB,NYG,7,67.89,9.7,181,107,1071,6,5,18,133,2,9,0,0,0,0,0
2024,00-0035710,Daniel Jones,QB,NYG,10,117.85,11.78,341,216,2070,8,7,67,265,2,26,0,0,0,0,0
2024,00-0035719,Deebo Samuel Sr.,WR,SF,15,145.05,9.67,0,0,0,0,0,42,136,1,5,81,51,670,3,28
2024,00-0035726,Jakob Johnson,RB,NYG,1,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,00-0035806,JaMycal Hasty,RB,NE,12,27.3,2.28,0,0,0,0,0,20,69,0,4,12,10,59,1,2
2024,00-0035860,Tony Jones,RB,ARI,1,13.15,13.15,0,0,0,0,0,4,55,1,1,0,0,0,0,0
2024,00-0035891,Cody White,WR,SEA,2,5.9,2.95,0,0,0,0,0,0,0,0,0,3,2,44,0,2
2024,00-0035924,Jonathan Ward,RB,PIT,4,2.95,0.74,0,0,0,0,0,5,22,0,1,0,0,0,0,0
2024,00-0035973,Patrick Taylor,RB,SF,7,35.45,5.06,0,0,0,0,0,39,183,1,11,11,3,25,0,2
2024,00-0035976,Dan Chisena,WR,CAR,4,5.7,1.42,0,0,0,0,0,0,0,0,0,4,3,37,0,2
2024,00-0035993,Tyler Huntley,QB,MIA,5,46.11,9.22,133,86,829,3,3,26,135,2,10,0,0,0,0,0
2024,00-0036040,Juwan Johnson,TE,NO,15,107.05,7.14,0,0,0,0,0,0,0,0,0,66,50,548,3,27
2024,00-0036096,J.J. Taylor,RB,HOU,3,6.65,2.22,0,0,0,0,0,10,44,0,1,3,2,0,0,0
2024,00-0036133,James Proche,WR,CLE,9,0.85,0.09,0,0,0,0,0,0,0,0,0,3,3,21,0,1
2024,00-0036139,Rico Dowdle,RB,DAL,16,221.3,13.83,0,0,0,0,0,235,1079,2,53,49,39,249,3,13
2024,00-0036158,J.K. Dobbins,RB,LAC,13,216.05,16.62,0,0,0,0,0,195,905,9,47,38,32,153,0,6
2024,00-0036165,Isaiah Hodgins,WR,NYG,2,2.2,1.1,0,0,0,0,0,0,0,0,0,2,2,12,0,0
2024,00-0036176,Mason Kinsey,WR,TEN,6,2.95,0.49,0,0,0,0,0,0,0,0,0,2,2,17,0,1
2024,00-0036182,Nick Westbrook-Ikhine,WR,TEN,14,131.45,9.39,0,0,0,0,0,0,0,0,0,60,32,497,9,25
2024,00-0036183,Kristian Wilkerson,WR,LV,1,9.3,9.3,0,0,0,0,0,0,0,0,0,3,2,18,1,2
2024,00-0036187,Reggie Gilliam,RB,BUF,7,1.25,0.18,0,0,0,0,0,3,7,0,1,0,0,0,0,0
2024,00-0036196,Gabe Davis,WR,JAX,10,47.65,4.76,0,0,0,0,0,0,0,0,0,42,20,239,2,13
2024,00-0036212,Tua Tagovailoa,QB,MIA,11,180.13,16.38,399,291,2867,19,7,17,49,0,5,0,0,0,0,0
2024,00-0036223,Jonathan Taylor,RB,IND,14,290.0,20.71,0,0,0,0,0,303,1431,11,71,31,18,136,1,7
2024,00-0036232,Harrison Bryant,TE,LV,6,14.35,2.39,0,0,0,0,0,0,0,0,0,12,9,86,0,5
2024,00-0036244,Colby Parkinson,TE,LA,16,58.65,3.67,0,0,0,0,0,0,0,0,0,49,30,294,1,15
2024,00-0036251,Zack Moss,RB,CIN,8,83.3,10.41,0,0,0,0,0,74,242,2,13,27,23,187,1,11
2024,00-0036252,Michael Pittman,WR,IND,16,143.55,8.97,0,0,0,0,0,0,0,0,0,111,69,808,3,35
2024,00-0036254,Collin Johnson,WR,CHI,6,1.35,0.22,0,0,0,0,0,0,0,0,0,2,1,6,0,1
2024,00-0036259,Jauan Jennings,WR,SF,15,188.25,12.55,0,0,0,0,0,0,0,0,0,113,77,975,6,47
2024,00-0036261,Brandon Aiyuk,WR,SF,7,60.15,8.59,0,0,0,0,0,0,0,0,0,47,25,374,0,19
2024,00-0036264,Jordan Love,QB,GB,15,241.66,16.11,425,268,3389,25,11,25,83,1,9,0,0,0,0,0
2024,00-0036268,Laviska Shenault Jr.,WR,SEA,10,10.8,1.08,0,0,0,0,0,1,1,0,0,5,5,36,0,2
2024,00-0036275,D'Andre Swift,RB,CHI,17,242.55,14.27,0,0,0,0,0,253,959,6,43,52,42,386,0,12
2024,00-0036290,Cole Kmet,TE,CHI,16,108.65,6.79,0,0,0,0,0,0,0,0,0,55,47,474,4,25
2024,00-0036297,Darrynton Evans,RB,CHI,1,0.6,0.6,0,0,0,0,0,3,3,0,0,0,0,0,0,0
2024,00-0036309,Darnell Mooney,WR,ATL,16,179.45,11.22,1,0,0,0,0,0,0,0,0,106,64,992,5,48
2024,00-0036322,Justin Jefferson,WR,MIN,17,289.18,17.01,1,1,22,0,0,1,3,0,0,154,103,1533,10,62
2024,00-0036328,Antonio Gibson,RB,NE,17,118.65,6.98,0,0,0,0,0,120,538,1,24,29,23,206,0,11
2024,00-0036331,Devin Duvernay,WR,JAX,13,15.1,1.16,0,0,0,0,0,4,3,0,1,16,11,79,0,7
2024,00-0036332,Josiah Deguara,TE,JAX,7,2.9,0.41,0,0,0,0,0,0,0,0,0,3,3,14,0,0
2024,00-0036345,K.J. Osborn,WR,WAS,7,15.7,2.24,0,0,0,0,0,0,0,0,0,18,7,57,1,2
2024,00-0036355,Justin Herbert,QB,LAC,17,281.25,16.54,504,332,3870,23,3,69,306,2,23,0,0,0,0,0
2024,00-0036358,CeeDee Lamb,WR,DAL,15,237.3,15.82,0,0,0,0,0,14,70,0,4,152,101,1194,6,54
2024,00-0036360,Clyde Edwards-Helaire,RB,NO,2,10.55,5.28,0,0,0,0,0,13,46,0,2,5,3,24,0,1
2024,00-0036370,Joshua Kelley,RB,TEN,1,0.3,0.3,0,0,0,0,0,1,2,0,0,0,0,0,0,0
2024,00-0036387,Jalen Reagor,WR,LAC,7,12.25,1.75,0,0,0,0,0,3,-3,0,0,12,7,100,0,3
2024,00-0036389,Jalen Hurts,QB,PHI,15,327.17,21.81,361,248,2903,18,5,150,630,14,62,0,0,0,0,0
2024,00-0036407,Jerry Jeudy,WR,CLE,17,219.65,12.92,0,0,0,0,0,0,0,0,0,145,90,1229,4,57
2024,00-0036410,Tee Higgins,WR,CIN,12,202.1,16.84,0,0,0,0,0,0,0,0,0,109,73,911,10,48
2024,00-0036414,Cam Akers,RB,MIN,16,107.35,6.71,0,0,0,0,0,104,444,2,21,18,14,68,3,4
2024,00-0036415,Van Jefferson,WR,PIT,15,60.1,4.01,0,0,0,0,0,0,0,0,0,40,24,276,2,12
2024,00-0036422,Adam Trautman,TE,DEN,13,39.3,3.02,0,0,0,0,0,0,0,0,0,22,13,188,2,8
2024,00-0036425,DeeJay Dallas,RB,ARI,16,24.65,1.54,0,0,0,0,0,9,49,0,4,3,3,11,1,1
2024,00-0036427,Tyler Johnson,WR,LA,11,56.1,5.1,0,0,0,0,0,0,0,0,0,41,26,291,1,10
2024,00-0036429,Charlie Woerner,TE,ATL,12,8.85,0.74,0,0,0,0,0,0,0,0,0,12,7,46,0,3
2024,00-0036438,Stephen Sullivan,TE,CAR,1,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2024,00-0036442,Joe Burrow,QB,CIN,17,373.02,21.94,652,460,4918,43,9,42,201,2,16,0,0,0,0,0
2024,00-0036450,Ke'Shawn Vaughn,RB,SF,1,0.6,0.6,0,0,0,0,0,2,4,0,0,0,0,0,0,0
2024,00-0036463,Chris Blair,WR,ATL,2,2.45,1.23,0,0,0,0,0,0,0,0,0,2,1,17,0,1
2024,00-0036497,Tim Jones,WR,JAX,8,6.35,0.79,0,0,0,0,0,0,0,0,0,5,3,41,0,3
2024,00-0036510,Kenny Yeboah,TE,NYJ,7,13.95,1.99,0,0,0,0,0,0,0,0,0,8,5,47,1,3
2024,00-0036527,DJ Turner,WR,LV,12,41.1,3.42,0,0,0,0,0,5,33,1,1,29,16,158,1,9
2024,00-0036534,Shane Zylstra,TE,DET,2,2.95,1.48,0,0,0,0,0,0,0,0,0,1,1,22,0,1
2024,00-0036550,Rashod Bateman,WR,BAL,16,169.35,10.58,0,0,0,0,0,0,0,0,0,72,45,756,9,35
2024,00-0036554,Nico Collins,WR,HOU,12,197.1,16.42,0,0,0,0,0,0,0,0,0,99,68,1006,7,48
2024,00-0036555,Chuba Hubbard,RB,CAR,15,264.6,17.64,0,0,0,0,0,250,1195,10,62,54,43,171,1,10
2024,00-0036556,Brevin Jordan,TE,HOU,2,1.95,0.98,0,0,0,0,0,0,0,0,0,3,2,7,0,1
2024,00-0036569,Gary Brightwell,RB,CLE,1,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,00-0036590,Quintin Morris,TE,BUF,10,12.85,1.28,0,0,0,0,0,0,0,0,0,8,5,36,1,3
2024,00-0036613,Jaylen Waddle,WR,MIA,15,138.25,9.22,0,0,0,0,0,4,12,0,1,83,58,744,2,38
2024,00-0036620,Dee Eskridge,WR,MIA,5,6.4,1.28,0,0,0,0,0,0,0,0,0,3,3,44,0,2
2024,00-0036626,Dyami Brown,WR,WAS,15,61.45,4.1,1,0,0,0,0,3,26,0,1,40,30,308,1,13
2024,00-0036628,John Bates,TE,WAS,13,10.15,0.78,0,0,0,0,0,0,0,0,0,13,8,84,0,3
2024,00-0036630,Tylan Wallace,WR,BAL,12,32.05,2.67,0,0,0,0,0,0,0,0,0,12,11,193,1,5
2024,00-0036635,Ihmir Smith-Marsette,WR,NYG,15,9.0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,00-0036637,Noah Gray,TE,KC,16,104.15,6.51,0,0,0,0,0,1,-4,0,0,49,40,437,5,25
2024,00-0036640,Zach Davidson,TE,BUF,2,1.0,0.5,0,0,0,0,0,0,0,0,0,2,1,5,0,0
2024,00-0036646,Simi Fehoko,WR,LAC,6,15.1,2.52,0,0,0,0,0,0,0,0,0,16,6,106,0,6
2024,00-0036670,Jermar Jefferson,RB,DET,2,4.8,2.4,0,0,0,0,0,6,22,0,1,1,1,10,0,1
2024,00-0036741,Jack Stoll,TE,PHI,5,2.0,0.4,0,0,0,0,0,0,0,0,0,3,2,10,0,0
2024,00-0036754,Brock Wright,TE,DET,11,30.25,2.75,0,0,0,0,0,0,0,0,0,16,13,100,2,7
2024,00-0036825,Feleipe Franks,TE,CAR,9,1.95,0.22,0,0,0,0,0,0,0,0,0,3,1,12,0,1
2024,00-0036841,Austin Trammell,WR,JAX,1,2.5,2.5,0,0,0,0,0,0,0,0,0,3,2,40,0,2
2024,00-0036842,Kene Nwangwu,RB,NYJ,2,10.0,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,00-0036849,Tutu Atwell,WR,LA,15,90.6,6.04,1,0,0,0,0,2,7,0,0,62,42,562,0,29
2024,00-0036862,Ben Skowronek,WR,PIT,9,10.4,1.16,0,0,0,0,0,0,0,0,0,5,5,69,0,4
2024,00-0036875,Rhamondre Stevenson,RB,NE,15,191.6,12.77,0,0,0,0,0,207,801,7,40,41,33,168,1,8
2024,00-0036876,Kylen Granson,TE,IND,16,28.2,1.76,0,0,0,0,0,0,0,0,0,31,14,182,0,8
